37728203, -2.45, -2.67, 181.54
37733273, -2.47, -2.67, 181.58
37740213, -2.48, -2.65, 181.68
37745283, -2.48, -2.65, 181.72
37752219, -2.44, -2.66, 181.81
37757289, -2.41, -2.66, 181.84
37764224, -2.36, -2.66, 181.92
37769294, -2.35, -2.65, 181.97
37776232, -2.34, -2.65, 182.06
37781300, -2.39, -2.65, 182.06
37788242, -2.46, -2.65, 182.11
37793312, -2.49, -2.65, 182.14
37800251, -2.51, -2.64, 182.23
37805321, -2.49, -2.64, 182.27
37812257, -2.58, -2.63, 182.30
37817325, -2.62, -2.63, 182.32
37824265, -2.57, -2.63, 182.39
37829335, -2.55, -2.65, 182.43
37836270, -2.53, -2.67, 182.51
37841340, -2.51, -2.67, 182.55
37848276, -2.46, -2.69, 182.63
37853345, -2.44, -2.70, 182.67
37860283, -2.41, -2.70, 182.76
37865352, -2.41, -2.70, 182.81
37872297, -2.47, -2.71, 182.87
37877367, -2.49, -2.71, 182.91
37884302, -2.43, -2.72, 182.97
37889372, -2.42, -2.71, 183.02
37896311, -2.42, -2.68, 183.11
37901382, -2.45, -2.68, 183.15
37908318, -2.51, -2.66, 183.22
37913389, -2.54, -2.65, 183.24
37920328, -2.57, -2.64, 183.32
37925398, -2.57, -2.63, 183.37
37932335, -2.60, -2.63, 183.43
37937405, -2.64, -2.62, 183.45
37944346, -2.73, -2.61, 183.46
37949416, -2.78, -2.60, 183.46
37956351, -2.82, -2.65, 183.53
37961423, -2.79, -2.65, 183.56
37968362, -2.76, -2.65, 183.65
37973433, -2.72, -2.64, 183.68
37980366, -2.66, -2.64, 183.75
37985439, -2.64, -2.65, 183.79
37992375, -2.63, -2.67, 183.87
37997446, -2.63, -2.69, 183.91
38004384, -2.66, -2.63, 183.98
38009455, -2.68, -2.61, 184.02
38016390, -2.76, -2.62, 184.06
38021459, -2.72, -2.63, 184.09
38028398, -2.66, -2.65, 184.16
38033469, -2.64, -2.65, 184.20
38040404, -2.66, -2.65, 184.26
38045475, -2.70, -2.65, 184.29
38052414, -2.72, -2.65, 184.36
38057485, -2.70, -2.65, 184.40
38064424, -2.67, -2.67, 184.48
38069495, -2.67, -2.67, 184.53
38076434, -2.71, -2.67, 184.61
38081504, -2.70, -2.68, 184.66
38088443, -2.79, -2.67, 184.65
38093513, -2.78, -2.69, 184.70
38100449, -2.77, -2.70, 184.78
38105518, -2.78, -2.70, 184.83
38112463, -2.78, -2.69, 184.92
38117534, -2.77, -2.68, 184.96
38124470, -2.81, -2.66, 185.01
38129540, -2.85, -2.65, 185.03
38136475, -2.77, -2.64, 185.08
38141544, -2.74, -2.64, 185.11
38148485, -2.82, -2.63, 185.10
38153554, -2.81, -2.63, 185.14
38160491, -2.80, -2.63, 185.23
38165560, -2.76, -2.64, 185.26
38172498, -2.70, -2.64, 185.33
38177567, -2.68, -2.65, 185.37
38184504, -2.66, -2.65, 185.46
38189574, -2.66, -2.64, 185.51
38196511, -2.74, -2.65, 185.54
38201582, -2.78, -2.65, 185.57
38208519, -2.87, -2.64, 185.56
38213589, -2.84, -2.65, 185.59
38220527, -2.80, -2.66, 185.67
38225596, -2.84, -2.65, 185.68
38232537, -2.93, -2.63, 185.69
38237609, -2.97, -2.62, 185.68
38244550, -3.06, -2.59, 185.67
38249620, -3.09, -2.57, 185.66
38256563, -3.09, -2.59, 185.68
38261633, -3.06, -2.60, 185.70
38268569, -2.98, -2.61, 185.75
38273641, -2.94, -2.61, 185.78
38280580, -2.87, -2.65, 185.83
38285653, -2.91, -2.64, 185.83
38292592, -3.00, -2.63, 185.82
38297662, -3.04, -2.63, 185.81
38304600, -3.05, -2.63, 185.82
38309667, -3.01, -2.63, 185.85
38316609, -2.96, -2.62, 185.92
38321681, -2.92, -2.62, 185.95
38328621, -2.84, -2.63, 186.00
38333688, -2.81, -2.63, 186.02
38340630, -2.90, -2.62, 186.02
38345699, -2.94, -2.62, 186.01
38352638, -3.03, -2.62, 186.01
38357707, -3.01, -2.63, 186.04
38364644, -3.03, -2.64, 186.08
38369713, -3.08, -2.63, 186.09
38376653, -3.08, -2.63, 186.11
38381724, -3.04, -2.64, 186.13
38388662, -2.97, -2.63, 186.20
38393733, -2.95, -2.63, 186.24
38400672, -2.87, -2.64, 186.28
38405744, -2.83, -2.65, 186.30
38412683, -2.92, -2.62, 186.32
38417754, -2.94, -2.64, 186.36
38424694, -2.94, -2.66, 186.44
38429766, -2.99, -2.65, 186.44
38436706, -3.00, -2.63, 186.47
38441775, -2.97, -2.63, 186.51
38448718, -2.99, -2.63, 186.59
38453787, -3.00, -2.64, 186.63
38460728, -3.09, -2.62, 186.61
38465799, -3.13, -2.61, 186.60
38472737, -3.05, -2.61, 186.63
38477807, -3.09, -2.60, 186.62
38484748, -3.17, -2.59, 186.59
38489816, -3.13, -2.61, 186.60
38496758, -3.10, -2.61, 186.65
38501829, -3.10, -2.60, 186.69
38508766, -3.07, -2.62, 186.75
38513837, -3.03, -2.64, 186.77
38520775, -3.12, -2.62, 186.76
38525844, -3.16, -2.61, 186.76
38532784, -3.25, -2.60, 186.73
38537855, -3.29, -2.61, 186.72
38544795, -3.36, -2.64, 186.68
38549867, -3.32, -2.64, 186.69
38556807, -3.23, -2.65, 186.71
38561876, -3.18, -2.65, 186.72
38568820, -3.14, -2.62, 186.76
38573892, -3.14, -2.60, 186.80
38580832, -3.06, -2.62, 186.84
38585903, -3.02, -2.63, 186.86
38592842, -2.95, -2.64, 186.91
38597913, -2.93, -2.64, 186.95
38604853, -3.02, -2.63, 186.97
38609924, -2.98, -2.64, 186.99
38616863, -2.91, -2.66, 187.05
38621934, -2.90, -2.65, 187.09
38628875, -2.93, -2.63, 187.13
38633943, -2.97, -2.61, 187.14
38640886, -3.04, -2.61, 187.16
38645957, -3.06, -2.63, 187.20
38652895, -3.00, -2.61, 187.25
38657965, -3.01, -2.61, 187.29
38664902, -3.10, -2.61, 187.28
38669971, -3.05, -2.60, 187.30
38676913, -2.98, -2.58, 187.35
38681986, -2.95, -2.59, 187.38
38688924, -2.94, -2.63, 187.44
38693997, -2.96, -2.65, 187.47
38700936, -3.02, -2.67, 187.51
38706007, -3.06, -2.66, 187.51
38712945, -3.14, -2.61, 187.52
38718014, -3.15, -2.59, 187.55
38724957, -3.13, -2.66, 187.57
38730030, -3.08, -2.65, 187.57
38736968, -3.01, -2.66, 187.62
38742039, -2.97, -2.66, 187.64
38748978, -2.92, -2.66, 187.72
38754049, -2.96, -2.65, 187.73
38760987, -2.97, -2.64, 187.79
38766058, -2.94, -2.64, 187.82
38772997, -2.96, -2.62, 187.86
38778069, -3.00, -2.61, 187.85
38785007, -3.09, -2.58, 187.84
38790077, -3.13, -2.57, 187.83
38797015, -3.20, -2.58, 187.80
38802084, -3.24, -2.57, 187.78
38809027, -3.31, -2.55, 187.73
38814098, -3.27, -2.56, 187.74
38821036, -3.26, -2.58, 187.73
38826107, -3.29, -2.58, 187.70
38833044, -3.26, -2.59, 187.65
38838115, -3.21, -2.59, 187.63
38845053, -3.16, -2.66, 187.62
38850124, -3.16, -2.68, 187.59
38857062, -3.08, -2.68, 187.63
38862132, -3.04, -2.68, 187.65
38869068, -2.96, -2.67, 187.69
38874139, -2.92, -2.67, 187.72
38881081, -2.85, -2.67, 187.78
38886152, -2.90, -2.65, 187.79
38893084, -2.98, -2.63, 187.81
38898156, -3.02, -2.63, 187.80
38905095, -3.03, -2.63, 187.83
38910165, -3.01, -2.64, 187.86
38917101, -2.93, -2.66, 187.91
38922172, -2.90, -2.68, 187.94
38929108, -2.97, -2.64, 188.00
38934176, -3.01, -2.64, 188.00
38941118, -3.10, -2.64, 187.99
38946188, -3.14, -2.62, 187.99
38953127, -3.14, -2.62, 188.00
38958196, -3.10, -2.63, 188.01
38965138, -3.05, -2.67, 188.01
38970205, -3.05, -2.67, 187.98
38977147, -3.13, -2.62, 187.96
38982221, -3.17, -2.60, 187.96
38989155, -3.14, -2.68, 187.98
38994231, -3.09, -2.68, 187.99
39001163, -3.01, -2.67, 188.03
39006232, -3.05, -2.65, 188.02
39013173, -3.13, -2.62, 188.01
39018245, -3.17, -2.61, 188.00
39025182, -3.17, -2.59, 188.01
39030253, -3.13, -2.59, 188.03
39037192, -3.21, -2.58, 187.99
39042264, -3.25, -2.57, 187.97
39049202, -3.16, -2.57, 188.00
39054271, -3.16, -2.60, 188.03
39061214, -3.25, -2.61, 188.04
39066284, -3.23, -2.57, 188.03
39073219, -3.18, -2.54, 188.01
39078287, -3.14, -2.54, 188.02
39085229, -3.15, -2.56, 188.04
39090298, -3.18, -2.59, 188.05
39097240, -3.23, -2.61, 188.05
39102308, -3.26, -2.61, 188.02
39109250, -3.18, -2.59, 188.05
39114318, -3.14, -2.57, 188.06
39121260, -3.10, -2.58, 188.13
39126328, -3.15, -2.58, 188.12
39133267, -3.23, -2.59, 188.08
39138336, -3.26, -2.57, 188.06
39145281, -3.32, -2.59, 188.03
39150350, -3.33, -2.63, 188.01
39157291, -3.37, -2.64, 187.96
39162361, -3.40, -2.63, 187.93
39169299, -3.32, -2.66, 187.91
39174368, -3.32, -2.67, 187.88
39181304, -3.23, -2.68, 187.88
39186375, -3.19, -2.68, 187.90
39193310, -3.11, -2.69, 187.94
39198381, -3.14, -2.67, 187.93
39205318, -3.22, -2.63, 187.91
39210388, -3.18, -2.63, 187.92
39217325, -3.18, -2.61, 187.93
39222395, -3.21, -2.61, 187.90
39229331, -3.29, -2.62, 187.87
39234402, -3.33, -2.61, 187.85
39241338, -3.24, -2.63, 187.87
39246409, -3.20, -2.64, 187.89
39253344, -3.12, -2.64, 187.93
39258415, -3.08, -2.64, 187.95
39265350, -3.00, -2.63, 188.00
39270415, -3.05, -2.62, 188.00
39277360, -3.14, -2.61, 187.99
39282431, -3.18, -2.61, 187.99
39289369, -3.18, -2.62, 188.01
39294438, -3.14, -2.63, 188.03
39301373, -3.05, -2.64, 188.06
39306442, -3.01, -2.64, 188.07
39313383, -3.10, -2.63, 188.07
39318451, -3.06, -2.63, 188.09
39325395, -2.99, -2.65, 188.14
39330466, -2.95, -2.65, 188.16
39337402, -2.88, -2.65, 188.22
39342473, -2.84, -2.66, 188.25
39349410, -2.86, -2.66, 188.28
39354481, -2.90, -2.66, 188.28
39361417, -2.99, -2.64, 188.27
39366487, -3.03, -2.63, 188.27
39373423, -3.04, -2.57, 188.33
39378492, -3.03, -2.61, 188.34
39385431, -2.95, -2.64, 188.39
39390502, -2.97, -2.67, 188.41
39397439, -3.00, -2.70, 188.48
39402505, -3.01, -2.66, 188.49
39409448, -3.06, -2.63, 188.52
39414519, -3.10, -2.62, 188.52
39421454, -3.12, -2.62, 188.51
39426526, -3.16, -2.61, 188.50
39433462, -3.09, -2.66, 188.52
39438531, -3.12, -2.65, 188.54
39445468, -3.13, -2.61, 188.49
39450538, -3.10, -2.61, 188.51
39457474, -3.09, -2.61, 188.59
39462543, -3.06, -2.63, 188.62
39469478, -3.08, -2.65, 188.64
39474547, -3.12, -2.64, 188.63
39481490, -3.11, -2.63, 188.63
39486561, -3.06, -2.63, 188.64
39493496, -2.98, -2.63, 188.68
39498567, -2.94, -2.63, 188.71
39505504, -2.95, -2.68, 188.78
39510575, -2.96, -2.67, 188.82
39517511, -2.97, -2.66, 188.90
39522581, -3.01, -2.65, 188.92
39529520, -3.06, -2.68, 188.96
39534589, -3.10, -2.68, 188.95
39541528, -3.10, -2.68, 188.95
39546597, -3.06, -2.68, 188.97
39553536, -2.99, -2.67, 189.02
39558605, -2.96, -2.66, 189.05
39565544, -2.88, -2.67, 189.09
39570613, -2.84, -2.67, 189.12
39577551, -2.92, -2.67, 189.16
39582622, -2.90, -2.66, 189.20
39589564, -2.89, -2.64, 189.28
39594632, -2.92, -2.64, 189.31
39601577, -2.94, -2.66, 189.39
39606648, -2.95, -2.67, 189.43
39613592, -3.00, -2.66, 189.47
39618661, -3.04, -2.64, 189.47
39625603, -3.12, -2.63, 189.44
39630676, -3.17, -2.62, 189.43
39637615, -3.09, -2.63, 189.48
39642682, -3.08, -2.68, 189.49
39649624, -3.08, -2.74, 189.54
39654695, -3.13, -2.72, 189.53
39661635, -3.16, -2.66, 189.52
39666706, -3.15, -2.62, 189.51
39673646, -3.19, -2.62, 189.49
39678714, -3.23, -2.62, 189.48
39685658, -3.31, -2.60, 189.44
39690725, -3.35, -2.59, 189.41
39697669, -3.26, -2.62, 189.44
39702741, -3.22, -2.62, 189.45
39709680, -3.25, -2.58, 189.38
39714753, -3.28, -2.57, 189.36
39721693, -3.35, -2.57, 189.31
39726765, -3.31, -2.59, 189.31
39733705, -3.23, -2.63, 189.31
39738777, -3.19, -2.64, 189.30
39745714, -3.19, -2.65, 189.27
39750786, -3.23, -2.65, 189.26
39757725, -3.30, -2.61, 189.21
39762796, -3.33, -2.60, 189.19
39769734, -3.24, -2.59, 189.20
39774804, -3.28, -2.58, 189.18
39781744, -3.35, -2.57, 189.12
39786813, -3.30, -2.58, 189.14
39793756, -3.22, -2.58, 189.17
39798828, -3.18, -2.58, 189.18
39805767, -3.18, -2.56, 189.19
39810839, -3.22, -2.56, 189.17
39817779, -3.28, -2.56, 189.11
39822851, -3.30, -2.56, 189.07
39829788, -3.21, -2.57, 189.10
39834858, -3.25, -2.57, 189.09
39841796, -3.34, -2.57, 189.06
39846867, -3.29, -2.57, 189.07
39853805, -3.21, -2.58, 189.10
39858876, -3.17, -2.59, 189.13
39865816, -3.10, -2.62, 189.16
39870887, -3.06, -2.64, 189.18
39877825, -3.10, -2.72, 189.21
39882895, -3.11, -2.74, 189.23
39889834, -3.03, -2.74, 189.27
39894903, -3.01, -2.74, 189.31
39901845, -3.09, -2.71, 189.29
39906916, -3.05, -2.70, 189.31
39913853, -2.98, -2.67, 189.36
39918925, -2.99, -2.65, 189.40
39925863, -3.04, -2.64, 189.44
39930934, -3.08, -2.63, 189.43
39937873, -3.16, -2.61, 189.40
39942943, -3.19, -2.58, 189.39
39949882, -3.15, -2.65, 189.43
39954954, -3.14, -2.68, 189.46
39961894, -3.22, -2.65, 189.44
39966966, -3.26, -2.64, 189.42
39973905, -3.34, -2.62, 189.39
39978978, -3.30, -2.60, 189.38
39985918, -3.30, -2.57, 189.35
39990989, -3.34, -2.57, 189.34
39997928, -3.42, -2.56, 189.29
40003001, -3.45, -2.56, 189.27
40009940, -3.37, -2.58, 189.29
40015013, -3.33, -2.60, 189.30
40021952, -3.26, -2.56, 189.27
40027025, -3.26, -2.55, 189.22
40033965, -3.33, -2.54, 189.18
40039037, -3.33, -2.54, 189.13
40045977, -3.36, -2.54, 189.06
40051047, -3.32, -2.55, 189.07
40057985, -3.26, -2.58, 189.04
40063054, -3.25, -2.60, 189.00
40069992, -3.21, -2.63, 188.97
40075063, -3.17, -2.65, 188.98
40082001, -3.23, -2.62, 188.93
40087072, -3.25, -2.61, 188.89
40094010, -3.28, -2.60, 188.82
40099080, -3.25, -2.63, 188.82
40106021, -3.22, -2.70, 188.79
40111091, -3.26, -2.69, 188.77
40118029, -3.34, -2.66, 188.74
40123101, -3.37, -2.64, 188.72
40130039, -3.35, -2.61, 188.71
40135111, -3.30, -2.62, 188.72
40142048, -3.21, -2.60, 188.74
40147117, -3.17, -2.60, 188.76
40154053, -3.26, -2.59, 188.74
40159125, -3.27, -2.55, 188.73
40166063, -3.26, -2.55, 188.68
40171135, -3.22, -2.55, 188.70
40178072, -3.13, -2.57, 188.73
40183144, -3.09, -2.58, 188.75
40190081, -3.09, -2.60, 188.76
40195150, -3.14, -2.60, 188.74
40202091, -3.22, -2.58, 188.72
40207162, -3.26, -2.57, 188.70
40214099, -3.18, -2.59, 188.74
40219170, -3.13, -2.59, 188.75
40226110, -3.21, -2.62, 188.72
40231182, -3.16, -2.62, 188.73
40238116, -3.08, -2.64, 188.77
40243186, -3.12, -2.63, 188.76
40250124, -3.20, -2.62, 188.73
40255194, -3.24, -2.61, 188.71
40262132, -3.24, -2.60, 188.71
40267202, -3.20, -2.61, 188.72
40274139, -3.27, -2.59, 188.68
40279210, -3.30, -2.58, 188.65
40286147, -3.23, -2.63, 188.64
40291218, -3.22, -2.59, 188.65
40298157, -3.22, -2.54, 188.68
40303230, -3.25, -2.55, 188.65
40310166, -3.26, -2.58, 188.59
40315240, -3.25, -2.59, 188.55
40322176, -3.28, -2.59, 188.50
40327249, -3.32, -2.58, 188.48
40334184, -3.23, -2.56, 188.49
40339257, -3.19, -2.55, 188.50
40346193, -3.27, -2.56, 188.47
40351266, -3.31, -2.56, 188.45
40358203, -3.37, -2.55, 188.39
40363276, -3.33, -2.56, 188.36
40370213, -3.28, -2.59, 188.30
40375284, -3.24, -2.60, 188.31
40382219, -3.15, -2.61, 188.34
40387291, -3.11, -2.61, 188.35
40394229, -3.03, -2.62, 188.40
40399297, -3.01, -2.64, 188.43
40406237, -3.05, -2.69, 188.49
40411307, -3.05, -2.69, 188.53
40418245, -3.03, -2.64, 188.61
40423313, -3.07, -2.64, 188.62
40430251, -3.13, -2.64, 188.67
40435321, -3.09, -2.64, 188.68
40442259, -3.01, -2.66, 188.73
40447328, -2.98, -2.67, 188.76
40454270, -3.02, -2.66, 188.80
40459337, -3.06, -2.65, 188.80
40466281, -2.98, -2.66, 188.84
40471352, -2.94, -2.67, 188.86
40478289, -2.88, -2.66, 188.93
40483359, -2.93, -2.66, 188.93
40490295, -3.02, -2.65, 188.94
40495363, -2.98, -2.63, 188.96
40502306, -2.93, -2.61, 189.02
40507375, -2.98, -2.61, 189.01
40514318, -2.99, -2.62, 189.03
40519388, -2.97, -2.64, 189.06
40526324, -3.01, -2.64, 189.10
40531392, -3.06, -2.64, 189.09
40538334, -3.14, -2.63, 189.06
40543403, -3.18, -2.63, 189.05
40550339, -3.26, -2.59, 189.02
40555408, -3.29, -2.59, 188.99
40562349, -3.34, -2.58, 188.92
40567419, -3.35, -2.59, 188.88
40574356, -3.39, -2.58, 188.81
40579426, -3.42, -2.58, 188.79
40586363, -3.41, -2.58, 188.77
40591433, -3.37, -2.59, 188.77
40598370, -3.28, -2.60, 188.80
40603438, -3.24, -2.61, 188.82
40610379, -3.16, -2.61, 188.87
40615449, -3.20, -2.60, 188.85
40622387, -3.28, -2.60, 188.81
40627456, -3.24, -2.59, 188.83
40634397, -3.17, -2.60, 188.87
40639466, -3.13, -2.62, 188.89
40646406, -3.05, -2.64, 188.92
40651475, -3.01, -2.64, 188.95
40658416, -3.10, -2.64, 188.92
40663485, -3.14, -2.64, 188.91
40670422, -3.22, -2.61, 188.88
40675492, -3.25, -2.61, 188.86
40682429, -3.17, -2.63, 188.88
40687500, -3.12, -2.63, 188.90
40694435, -3.05, -2.63, 188.94
40699504, -3.09, -2.62, 188.93
40706447, -3.17, -2.60, 188.90
40711515, -3.21, -2.60, 188.88
40718454, -3.28, -2.58, 188.84
40723524, -3.30, -2.57, 188.80
40730462, -3.25, -2.62, 188.76
40735534, -3.26, -2.61, 188.73
40742470, -3.18, -2.63, 188.77
40747541, -3.13, -2.63, 188.77
40754478, -3.04, -2.63, 188.78
40759548, -3.00, -2.64, 188.81
40766491, -2.99, -2.64, 188.87
40771561, -3.01, -2.64, 188.91
40778498, -3.06, -2.63, 188.95
40783567, -3.10, -2.62, 188.95
40790502, -3.17, -2.67, 188.93
40795573, -3.20, -2.70, 188.91
40802511, -3.11, -2.70, 188.94
40807580, -3.15, -2.69, 188.92
40814520, -3.23, -2.68, 188.88
40819591, -3.21, -2.64, 188.88
40826528, -3.18, -2.56, 188.86
40831598, -3.20, -2.53, 188.83
40838534, -3.18, -2.57, 188.79
40843604, -3.19, -2.61, 188.78
40850541, -3.17, -2.63, 188.76
40855611, -3.13, -2.64, 188.78
40862548, -3.19, -2.59, 188.74
40867618, -3.23, -2.57, 188.73
40874555, -3.14, -2.58, 188.76
40879626, -3.18, -2.57, 188.75
40886563, -3.26, -2.55, 188.72
40891633, -3.22, -2.55, 188.73
40898570, -3.13, -2.58, 188.75
40903641, -3.10, -2.60, 188.76
40910580, -3.10, -2.64, 188.80
40915649, -3.12, -2.65, 188.83
40922590, -3.04, -2.64, 188.87
40927660, -3.00, -2.63, 188.89
40934603, -2.92, -2.62, 188.94
40939674, -2.91, -2.62, 188.98
40946618, -2.90, -2.61, 189.07
40951687, -2.93, -2.62, 189.10
40958625, -3.00, -2.62, 189.14
40963694, -3.04, -2.62, 189.14
40970632, -3.05, -2.62, 189.16
40975702, -3.00, -2.62, 189.18
40982643, -3.02, -2.61, 189.25
40987713, -3.03, -2.61, 189.29
40994651, -3.12, -2.61, 189.28
40999723, -3.16, -2.63, 189.27
41006662, -3.24, -2.65, 189.24
41011733, -3.20, -2.66, 189.25
41018671, -3.14, -2.64, 189.27
41023741, -3.18, -2.62, 189.26
41030681, -3.25, -2.59, 189.23
41035753, -3.29, -2.60, 189.21
41042692, -3.37, -2.59, 189.17
41047764, -3.41, -2.59, 189.14
41054703, -3.31, -2.59, 189.15
41059775, -3.27, -2.60, 189.15
41066713, -3.24, -2.63, 189.08
41071783, -3.28, -2.61, 189.06
41078721, -3.36, -2.58, 189.03
41083788, -3.40, -2.58, 189.00
41090731, -3.46, -2.57, 188.95
41095803, -3.48, -2.56, 188.91
41102742, -3.52, -2.55, 188.84
41107814, -3.55, -2.54, 188.81
41114754, -3.51, -2.50, 188.74
41119825, -3.49, -2.49, 188.69
41126764, -3.40, -2.51, 188.71
41131835, -3.36, -2.52, 188.72
41138774, -3.27, -2.52, 188.74
41143846, -3.31, -2.52, 188.72
41150785, -3.31, -2.53, 188.72
41155857, -3.26, -2.54, 188.73
41162797, -3.25, -2.54, 188.70
41167868, -3.27, -2.54, 188.66
41174804, -3.29, -2.61, 188.66
41179876, -3.28, -2.65, 188.67
41186815, -3.27, -2.56, 188.64
41191888, -3.23, -2.56, 188.63
41198828, -3.23, -2.58, 188.56
41203899, -3.26, -2.59, 188.54
41210839, -3.28, -2.60, 188.46
41215910, -3.32, -2.60, 188.44
41222849, -3.40, -2.59, 188.41
41227919, -3.44, -2.59, 188.39
41234858, -3.42, -2.59, 188.37
41239930, -3.38, -2.59, 188.37
41246870, -3.44, -2.57, 188.31
41251941, -3.46, -2.56, 188.28
41258881, -3.38, -2.58, 188.30
41263948, -3.34, -2.59, 188.30
41270890, -3.25, -2.61, 188.28
41275963, -3.20, -2.61, 188.29
41282900, -3.20, -2.62, 188.30
41287970, -3.24, -2.63, 188.28
41294913, -3.22, -2.65, 188.26
41299986, -3.18, -2.66, 188.28
41306925, -3.11, -2.70, 188.32
41311996, -3.09, -2.72, 188.35
41318933, -3.17, -2.69, 188.33
41324006, -3.21, -2.69, 188.31
41330945, -3.29, -2.67, 188.29
41336018, -3.25, -2.65, 188.27
41342958, -3.24, -2.65, 188.22
41348031, -3.19, -2.66, 188.23
41354971, -3.18, -2.64, 188.23
41360039, -3.21, -2.62, 188.21
41366981, -3.29, -2.61, 188.19
41372052, -3.33, -2.60, 188.17
41378988, -3.25, -2.61, 188.20
41384058, -3.20, -2.61, 188.22
41390994, -3.28, -2.61, 188.18
41396065, -3.24, -2.62, 188.20
41403002, -3.16, -2.65, 188.24
41408072, -3.12, -2.65, 188.26
41415011, -3.12, -2.65, 188.26
41420082, -3.16, -2.64, 188.25
41427020, -3.24, -2.63, 188.21
41432091, -3.27, -2.63, 188.18
41439029, -3.19, -2.64, 188.21
41444100, -3.15, -2.65, 188.22
41451038, -3.07, -2.66, 188.26
41456108, -3.11, -2.66, 188.25
41463048, -3.19, -2.67, 188.22
41468119, -3.21, -2.63, 188.21
41475057, -3.24, -2.55, 188.19
41480128, -3.23, -2.53, 188.17
41487067, -3.20, -2.57, 188.17
41492137, -3.16, -2.58, 188.18
41499075, -3.08, -2.61, 188.22
41504144, -3.04, -2.62, 188.24
41511082, -2.99, -2.62, 188.32
41516153, -2.96, -2.60, 188.34
41523090, -3.04, -2.54, 188.34
41528160, -3.08, -2.56, 188.35
41535096, -3.16, -2.59, 188.35
41540167, -3.12, -2.61, 188.37
41547106, -3.05, -2.63, 188.42
41552175, -3.01, -2.64, 188.44
41559113, -2.95, -2.67, 188.49
41564184, -2.95, -2.69, 188.53
41571122, -3.02, -2.71, 188.58
41576192, -3.04, -2.72, 188.61
41583129, -2.96, -2.70, 188.66
41588199, -3.00, -2.68, 188.65
41595138, -3.09, -2.66, 188.63
41600208, -3.13, -2.66, 188.64
41607146, -3.13, -2.68, 188.66
41612217, -3.08, -2.69, 188.68
41619154, -3.07, -2.66, 188.72
41624224, -3.08, -2.64, 188.75
41631161, -3.16, -2.62, 188.73
41636233, -3.18, -2.61, 188.70
41643169, -3.22, -2.61, 188.64
41648241, -3.18, -2.62, 188.66
41655179, -3.10, -2.64, 188.70
41660247, -3.06, -2.64, 188.72
41667187, -2.99, -2.64, 188.78
41672257, -3.04, -2.63, 188.78
41679195, -3.05, -2.65, 188.79
41684267, -3.01, -2.67, 188.81
41691201, -2.99, -2.69, 188.89
41696274, -2.98, -2.68, 188.93
41703210, -3.06, -2.67, 188.90
41708283, -3.10, -2.67, 188.89
41715219, -3.12, -2.59, 188.93
41720292, -3.16, -2.57, 188.91
41727230, -3.23, -2.53, 188.88
41732303, -3.19, -2.54, 188.89
41739239, -3.12, -2.57, 188.93
